DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330332,ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NY - East Long Island,12,"$115,251.33 ","$40,393.75 ","$39,086.41 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,NY - Manhattan,15,"$87,499.06 ","$71,235.20 ","$70,206.06 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330353,FOREST HILLS HOSPITAL,102 - 01 66TH ROAD,FOREST HILLS,NY,11375,NY - East Long Island,21,"$132,887.71 ","$56,296.85 ","$54,835.04 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330372,FRANKLIN HOSPITAL,900 FRANKLIN AVENUE,VALLEY STREAM,NY,11580,NY - East Long Island,31,"$93,775.70 ","$40,513.77 ","$36,950.51 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,NY - East Long Island,19,"$211,998.94 ","$66,423.94 ","$65,596.52 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691,NY - East Long Island,52,"$65,686.61 ","$68,418.32 ","$67,228.25 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,NY - Manhattan,17,"$63,472.05 ","$70,736.11 ","$69,611.17 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,NY - Manhattan,24,"$117,737.58 ","$73,530.41 ","$72,849.16 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,22,"$79,340.59 ","$68,259.90 ","$67,928.36 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,NY - East Long Island,17,"$172,501.82 ","$42,508.11 ","$39,268.41 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330002,PENINSULA HOSPITAL CENTER,51-15 BEACH CHANNEL DRIVE,FAR ROCKAWAY,NY,11691,NY - East Long Island,82,"$28,474.41 ","$17,499.50 ","$16,566.39 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330003,ALBANY MEMORIAL HOSPITAL,600 NORTHERN BOULEVARD,ALBANY,NY,12204,NY - Albany,41,"$21,189.53 ","$10,011.92 ","$8,923.12 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330004,KINGSTON HOSPITAL,396 BROADWAY,KINGSTON,NY,12401,NY - Albany,76,"$45,238.50 ","$14,538.11 ","$13,415.82 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,14210,NY - Buffalo,299,"$28,255.15 ","$14,605.26 ","$13,606.39 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,NY - White Plains,91,"$18,922.85 ","$17,221.43 ","$16,506.97 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW,NY,14569,NY - Rochester,13,"$8,886.46 ","$13,960.00 ","$13,181.23 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,NY - Bronx,60,"$19,361.70 ","$27,016.63 ","$26,395.58 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,NY - Binghamton,166,"$20,687.83 ","$11,289.26 ","$10,539.21 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,NY - Albany,94,"$50,119.12 ","$15,668.64 ","$13,984.69 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,NY - East Long Island,149,"$25,462.93 ","$22,304.38 ","$21,675.81 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,NY,11229,NY - Manhattan,61,"$28,636.70 ","$18,181.21 ","$17,016.63 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330023,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,POUGHKEEPSIE,NY,12601,NY - Albany,471,"$55,661.33 ","$13,696.78 ","$12,794.43 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,326,"$42,960.93 ","$23,395.32 ","$21,258.72 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NY - East Long Island,135,"$33,667.37 ","$23,100.51 ","$22,152.70 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,NY - Manhattan,99,"$46,893.93 ","$18,838.77 ","$17,912.55 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330030,NEWARK-WAYNE COMMUNITY HOSPITAL,111 DRIVING PARK AVENUE,NEWARK,NY,14513,NY - Rochester,45,"$26,852.00 ","$11,671.37 ","$10,663.13 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330033,"CHENANGO MEMORIAL HOSPITAL, INC",179 NORTH BROAD STREET,NORWICH,NY,13815,NY - Binghamton,32,"$28,436.15 ","$14,397.31 ","$13,729.21 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330037,LAKESIDE MEMORIAL HOSPITAL,156 WEST AVENUE,BROCKPORT,NY,14420,NY - Rochester,13,"$31,067.61 ","$9,722.92 ","$8,854.61 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,NY - East Long Island,114,"$44,430.52 ","$15,158.46 ","$14,180.77 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330044,FAXTON-ST LUKE'S HEALTHCARE,1656 CHAMPLIN AVENUE,UTICA,NY,13503,NY - Elmira,128,"$32,679.16 ","$11,145.77 ","$10,327.87 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,NY - East Long Island,194,"$45,508.27 ","$12,865.45 ","$11,857.45 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,240,"$60,445.05 ","$22,331.01 ","$21,610.16 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330047,ST MARY'S HOSPITAL AT AMSTERDAM,427 GUY PARK AVENUE,AMSTERDAM,NY,12010,NY - Albany,114,"$20,975.40 ","$10,487.90 ","$9,688.62 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330049,NORTHERN DUTCHESS HOSPITAL,6511 SPRINGBROOK AVENUE,RHINEBECK,NY,12572,NY - Albany,71,"$42,157.19 ","$12,471.26 ","$11,666.02 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330053,MEDINA MEMORIAL HOSPITAL,200 OHIO STREET,MEDINA,NY,14103,NY - Buffalo,17,"$9,475.70 ","$11,778.17 ","$11,148.41 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,NY - East Long Island,478,"$47,135.56 ","$19,123.88 ","$17,782.06 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,NY - Manhattan,99,"$38,158.40 ","$24,049.07 ","$23,191.67 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330057,ST PETER'S HOSPITAL,315 SOUTH MANNING BOULEVARD,ALBANY,NY,12208,NY - Albany,195,"$37,337.45 ","$11,262.21 ","$10,011.31 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330058,GENEVA GENERAL HOSPITAL,196 -198 NORTH STREET,GENEVA,NY,14456,NY - Rochester,56,"$14,922.96 ","$10,460.71 ","$9,532.80 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,903,"$74,102.28 ","$23,393.24 ","$22,625.12 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330061,LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,BRONXVILLE,NY,10708,NY - White Plains,96,"$47,282.91 ","$13,513.23 ","$12,378.33 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330064,NEW YORK DOWNTOWN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,10038,NY - Manhattan,42,"$44,003.80 ","$23,857.30 ","$22,911.83 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 TENTH STREET,NIAGARA FALLS,NY,14302,NY - Buffalo,21,"$19,763.57 ","$13,977.23 ","$13,174.76 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330067,ST FRANCIS HOSPITAL,241 NORTH ROAD,POUGHKEEPSIE,NY,12601,NY - Albany,67,"$53,114.97 ","$15,242.77 ","$14,741.16 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330073,UNITED MEMORIAL MEDICAL CENTER,127 NORTH STREET,BATAVIA,NY,14020,NY - Buffalo,97,"$18,954.09 ","$10,921.78 ","$9,802.21 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330074,F F THOMPSON HOSPITAL,350 PARRISH STREET,CANANDAIGUA,NY,14424,NY - Rochester,84,"$15,830.03 ","$9,749.77 ","$8,674.28 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,NY - Buffalo,155,"$28,253.52 ","$12,519.99 ","$11,152.93 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330079,ADIRONDACK MEDICAL CENTER,2233 STATE ROUTE 86,SARANAC LAKE,NY,12983,VT - Burlington,94,"$19,625.14 ","$12,908.81 ","$12,095.04 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,NY - Bronx,59,"$19,805.69 ","$27,831.89 ","$27,279.83 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330084,ALICE HYDE MEDICAL CENTER,133 PARK STREET,MALONE,NY,12953,VT - Burlington,52,"$11,748.53 ","$11,337.00 ","$10,602.38 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,NY - Binghamton,51,"$16,457.64 ","$10,815.82 ","$10,025.74 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330086,MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,NY - White Plains,74,"$30,974.29 ","$18,603.01 ","$17,592.08 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330088,EASTERN LONG ISLAND HOSPITAL,201 MANOR PLACE,GREENPORT,NY,11944,NY - East Long Island,17,"$44,435.52 ","$15,340.00 ","$14,409.64 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,NY - Elmira,67,"$32,761.61 ","$12,007.95 ","$11,003.22 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,NY - Albany,212,"$14,627.14 ","$11,254.83 ","$10,362.52 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330096,JONES MEMORIAL HOSPITAL,191 NORTH MAIN STREET,WELLSVILLE,NY,14895,NY - Rochester,98,"$12,341.14 ","$10,843.83 ","$10,087.34 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,516,"$76,984.52 ","$25,162.21 ","$23,206.16 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330102,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVENUE,KENMORE,NY,14217,NY - Buffalo,170,"$27,426.04 ","$11,061.85 ","$9,378.30 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330103,OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,NY,14760,NY - Buffalo,129,"$16,379.68 ","$10,512.51 ","$9,742.02 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,NJ - Hackensack,255,"$68,677.01 ","$15,065.40 ","$14,249.51 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NY - East Long Island,607,"$69,651.58 ","$18,829.00 ","$17,081.32 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330107,PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,NY - East Long Island,105,"$59,431.00 ","$14,065.83 ","$13,172.15 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330108,"ST JOSEPH'S HOSPITAL, INC",555 EAST MARKET STREET,ELMIRA,NY,14902,NY - Elmira,30,"$26,568.86 ","$11,592.76 ","$10,955.56 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330115,ONEIDA HEALTHCARE CENTER,321 GENESEE STREET,ONEIDA,NY,13421,NY - Syracuse,23,"$29,480.82 ","$12,305.13 ","$11,435.69 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,165,"$119,899.16 ","$20,159.15 ","$19,132.90 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,NY - Rochester,251,"$22,554.33 ","$12,564.56 ","$11,680.09 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,NY - White Plains,389,"$59,973.59 ","$13,766.99 ","$12,961.78 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,NY - Bronx,109,"$35,453.07 ","$28,337.93 ","$27,384.25 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,11373,NY - East Long Island,108,"$29,333.59 ","$25,048.77 ","$24,348.49 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330132,TLC HEALTH NETWORK,100 MEMORIAL DRIVE,GOWANDA,NY,14070,NY - Buffalo,14,"$13,112.64 ","$9,963.57 ","$9,361.71 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330135,BON SECOURS COMMUNITY HOSPITAL,160 EAST MAIN STREET,PORT JERVIS,NY,12771,NJ - Morristown,98,"$59,637.03 ","$14,871.31 ","$14,274.26 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330136,MARY IMOGENE BASSETT HOSPITAL,ONE ATWELL ROAD,COOPERSTOWN,NY,13326,NY - Albany,75,"$26,516.68 ","$17,237.18 ","$15,526.26 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,13203,NY - Syracuse,186,"$31,644.21 ","$13,670.29 ","$12,447.13 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,NY - East Long Island,366,"$75,089.59 ","$14,276.00 ","$12,746.21 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330151,ST JAMES MERCY HOSPITAL,411 CANISTEO STREET,HORNELL,NY,14843,NY - Rochester,43,"$10,904.69 ","$11,092.95 ","$10,543.09 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330152,LONG ISLAND COLLEGE HOSPITAL,339 HICKS STREET,BROOKLYN,NY,11201,NY - Manhattan,73,"$61,624.46 ","$23,574.34 ","$22,724.72 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,NY - Albany,164,"$37,296.11 ","$11,529.32 ","$10,631.60 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330157,SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,WATERTOWN,NY,13601,NY - Syracuse,157,"$32,635.22 ","$18,254.87 ","$17,301.26 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,NY,10901,NJ - Ridgewood,500,"$76,605.37 ","$15,331.42 ","$14,208.00 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330159,COMMUNITY-GENERAL HOSPITAL OF GREATER SYRACUSE,4900 BROAD ROAD,SYRACUSE,NY,13215,NY - Syracuse,40,"$19,786.72 ","$11,089.47 ","$10,068.12 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,339,"$49,369.00 ","$18,683.30 ","$17,502.25 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,10549,NY - White Plains,73,"$35,444.49 ","$13,292.90 ","$12,449.91 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330163,EASTERN NIAGARA HOSPITAL,521 EAST AVENUE,LOCKPORT,NY,14094,NY - Buffalo,35,"$18,000.62 ","$11,922.62 ","$11,052.71 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330164,HIGHLAND HOSPITAL,1000 SOUTH AVENUE,ROCHESTER,NY,14620,NY - Rochester,129,"$13,700.27 ","$11,706.26 ","$10,852.63 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,NY - East Long Island,201,"$73,263.91 ","$17,947.41 ","$16,664.31 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,324,"$74,948.71 ","$23,361.59 ","$22,164.95 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330175,"CORTLAND REGIONAL MEDICAL CENTER, INC",134 HOMER AVENUE,CORTLAND,NY,13045,NY - Syracuse,48,"$19,368.64 ","$11,851.10 ","$10,781.75 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330180,SAMARITAN HOSPITAL,2215 BURDETT AVENUE,TROY,NY,12180,NY - Albany,53,"$25,379.43 ","$10,923.92 ","$10,309.96 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330181,GLEN COVE HOSPITAL,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NY - East Long Island,132,"$38,348.23 ","$14,009.35 ","$12,606.12 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NY - East Long Island,169,"$66,631.72 ","$14,194.30 ","$12,194.59 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802,NY - Bronx,209,"$35,245.46 ","$18,910.53 ","$17,970.67 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,NY - East Long Island,133,"$59,905.45 ","$13,075.30 ","$12,238.39 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330188,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NY - Buffalo,76,"$15,395.69 ","$11,641.28 ","$10,853.89 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330191,GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,12801,NY - Albany,187,"$30,007.25 ","$10,888.56 ","$9,805.21 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,NY,11355,NY - East Long Island,298,"$32,818.29 ","$21,252.80 ","$20,483.90 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,483,"$86,348.18 ","$27,795.24 ","$26,851.09 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NY - East Long Island,289,"$64,687.37 ","$21,623.46 ","$20,712.72 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,NY - Manhattan,347,"$29,545.75 ","$26,117.63 ","$25,142.94 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,VT - Burlington,30,"$15,609.43 ","$12,208.10 ","$11,454.50 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NY - East Long Island,375,"$51,112.14 ","$14,072.36 ","$12,719.16 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330199,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,NEW YORK,NY,10029,NY - Manhattan,30,"$21,445.46 ","$26,474.00 ","$25,475.13 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,NY - Manhattan,198,"$61,337.53 ","$18,749.26 ","$17,835.27 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,NY - Manhattan,73,"$31,967.56 ","$27,324.30 ","$26,693.91 "
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,NY - Syracuse,206,"$25,544.46 ","$14,250.61 ","$13,317.10 "
